
#-ah-	UNKNOWN
#-aš1!	UNKNOWN
#-ba-ni-ma	UNKNOWN
#-da-	UNKNOWN
#-e	UNKNOWN
#-it-,	UNKNOWN
#-kam	UNKNOWN_NOUN_ADJ
#-ku	UNKNOWN
#-ma	UNKNOWN
#-mu?}	UNKNOWN
#-ni!-	UNKNOWN
#-ni-kà-IR-šu	UNKNOWN
#-ni-ma	UNKNOWN
#-ta!-	UNKNOWN
#-tum	UNKNOWN_NOUN_ADJ
#-tù-	UNKNOWN
#-un!-	UNKNOWN
#-x	UNKNOWN
#-šu	UNKNOWN
#-šum}	UNKNOWN
#En!-na-A-šur	UNKNOWN
#GA-ma-ma	UNKNOWN
#KIŠIB-{kà-a}	UNKNOWN
#Kam!-ma!-li-a	UNKNOWN
#Ku-bi-na-ah-šu	UNKNOWN
#Ku-ku	UNKNOWN
#Ku-na-a	UNKNOWN
#Ni-ma-	UNKNOWN
#TÚG-ta-nu	UNKNOWN
#a-GA-ZI-im	UNKNOWN_NOUN_ADJ
#a-dí	UNKNOWN
#a-gu5-ru-ni?	UNKNOWN
#a-na	UNKNOWN
#a-na-HI	UNKNOWN
#a-na-hi	UNKNOWN
#a-ni-GI}	UNKNOWN
#a-ša-qal	UNKNOWN
#a-šu-LÁ-šu	UNKNOWN
#a-šu-mì-kà	UNKNOWN
#ba-ri-ni	UNKNOWN
#d.NA!-líl-ba-ni	UNKNOWN
#dí-in	UNKNOWN
#dí-in}	UNKNOWN
#eppaš-šum	UNKNOWN_NOUN_ADJ
#eq-	UNKNOWN
#eṭe-ru	UNKNOWN
#gi5-ri-ma	UNKNOWN
#gám-ru	UNKNOWN
#i-DA-hi;	UNKNOWN
#i-dí-i-ma	UNKNOWN
#i-hi-iṭ-ma	UNKNOWN
#i-ku-ri-a	UNKNOWN
#i-kà-pár	UNKNOWN
#i-ma-gu5-ru-kà	UNKNOWN
#i-mu-a	UNKNOWN
#i-ša-lá-mu-tim	UNKNOWN_NOUN_ADJ
#i-ṭá-hi	UNKNOWN
#i-ší-ú-ni-ma?	UNKNOWN
#il5-la-ak}	UNKNOWN
#im-qú-ut	UNKNOWN
#iš-bi4-ma	UNKNOWN
#ki-ri-tim	UNKNOWN_NOUN_ADJ
#ki?-ra-tim	UNKNOWN_NOUN_ADJ
#kà?-	UNKNOWN
#li-GA-ší	UNKNOWN
#li-bi	UNKNOWN
#li-dí-na-ku-nu-tí	UNKNOWN
#li-ik-pu!-ur}	UNKNOWN
#li-ša-ak-nu-kum	UNKNOWN_NOUN_ADJ
#li-ṣi;	UNKNOWN
#li-ṭù-lu	UNKNOWN
#lu-la-pì-ta-tum}	UNKNOWN
#lu-ri-HI-ma	UNKNOWN
#lu-ta!-dí-in;	UNKNOWN
#ma-na	UNKNOWN
#me-	UNKNOWN
#me-NI-e	UNKNOWN
#n\-elia	UNKNOWN
#ni-ik-nu-uk-ma	UNKNOWN
#ni-zi-ta-ku-nu-tí-ma	UNKNOWN
#sú-ri-im	UNKNOWN_NOUN_ADJ
#ta-dí-RU-šu-um	UNKNOWN_NOUN_ADJ
#ta-hi-tum}	UNKNOWN
#tuštabba^-ni	UNKNOWN
#tám-kà-ri-im	UNKNOWN_NOUN_ADJ
#té-er-tám	UNKNOWN
#té-ṭí-ir	UNKNOWN
#wata-ru?	UNKNOWN
#{-lá-la-}!}	UNKNOWN
#{..-šum}	UNKNOWN
#{Ha-mì-ṣa-nim}}	UNKNOWN
#{Ku-du-bi-iš}}	UNKNOWN
#{Ku?!-tù}?}	UNKNOWN
#{KÙ.BABBAR.áp-šu!-nu}	UNKNOWN
#{Wa-za}	UNKNOWN
#{a-na}}	UNKNOWN
#{a-pu-úh	UNKNOWN
#{a-qá-té-e}?}	UNKNOWN
#{e-hi-id}}	UNKNOWN
#{hi-da-ma}!}	UNKNOWN
#{i-re-qú}}	UNKNOWN
#{ki-dim}	UNKNOWN
#{li-ba-kà	UNKNOWN
#{li-qé-a-ma	UNKNOWN
#{ni-sí-ma!}	UNKNOWN
#{ra-biṣ-šu-nu}}	UNKNOWN
#{ta-ze-ar}}	UNKNOWN
#{té-ra-bu}}	UNKNOWN
#{té-ru-bu}}	UNKNOWN
#{tù-ša-am-ri-ṣú}?}	UNKNOWN
#{ur-kà-at-sú}}	UNKNOWN
#{wa-ša-áb}?}	UNKNOWN
#{ú-dí-i}?}	UNKNOWN
#{ša-ar-tim}}	UNKNOWN
#{Šu-li}	UNKNOWN
#{šu-lu-AH}!}	UNKNOWN
#{šé-bi-lam}?}	UNKNOWN
#{ší-a-tim}?}	UNKNOWN
#Ú-{be-tum}	UNKNOWN
#ù-mu	UNKNOWN
#ú-ma-qá-at	UNKNOWN
#ú-ta-NI	UNKNOWN
#ú-za-ku	UNKNOWN
#ša-lá-ṭim	UNKNOWN_NOUN_ADJ
#ṭa-tí	UNKNOWN
#Šu-Iš-ha-ra	UNKNOWN
#šu-a-am	UNKNOWN_NOUN_ADJ
#šu-ta-lá-al	UNKNOWN
#ṭup-pá-kà	UNKNOWN
#ší-ip-ri-kà	UNKNOWN
id-a-nim-ma	UNKNOWN
id-a-šu-ma	Idāya+Name+3msPoss+MA
id-a-šu-ma	id+N+Masc+Dual+Nom+3msPoss+MA
id-a-šu-ma	id+N+Masc+Sg+Acc+3msPoss+MA
id-a-šu-ma	idū+N+Masc+Dual+Nom+3msPoss+MA
id-a-šu-ma	idū+N+Masc+Sg+Acc+3msPoss+MA
id-a-šu-ma	imd+N+Masc+Dual+Nom+3msPoss+MA
id-a-šu-ma	imd+N+Masc+Sg+Acc+3msPoss+MA
id-a-šu-um	UNKNOWN_NOUN_ADJ
id-ni-a-ni	UNKNOWN
ig-da-ma-ar	UNKNOWN
ig-da-na-ri-ú-ni	UNKNOWN
ig-mu-ru	UNKNOWN
ig-mu-ur-ma	UNKNOWN
ig-re-e	garāˀum+GStem+Pret+3CS
ig-re-e	garāˀum+NStem+Pret+3CS
ig-re-e	iGr+N+Masc+Pl+Construct
ig-re-e	iGr+N+Masc+Pl+Construct+1csPoss
ig-re-e	iGr+N+Masc+Pl+Obl
ig-re-e	iGr+N+Masc+Pl+Obl+1csPoss
ig-re-e	iGr+N+Masc+Sg+Construct+1csPoss
ig-re-e	iGr+N+Masc+Sg+Gen
ig-re-e	igr+N+Masc+Pl+Construct
ig-re-e	igr+N+Masc+Pl+Construct+1csPoss
ig-re-e	igr+N+Masc+Pl+Obl
ig-re-e	igr+N+Masc+Pl+Obl+1csPoss
ig-re-e	igr+N+Masc+Sg+Construct+1csPoss
ig-re-e	igr+N+Masc+Sg+Gen
ig-ri	garāˀum+GStem+Pret+3CS
ig-ri	garāˀum+NStem+Pret+3CS
ig-ri	iGr+N+Masc+Pl+Construct
ig-ri	iGr+N+Masc+Pl+Construct+1csPoss
ig-ri	iGr+N+Masc+Pl+Obl
ig-ri	iGr+N+Masc+Pl+Obl+1csPoss
ig-ri	iGr+N+Masc+Sg+Construct+1csPoss
ig-ri	iGr+N+Masc+Sg+Gen
ig-ri	igr+N+Masc+Pl+Construct
ig-ri	igr+N+Masc+Pl+Construct+1csPoss
ig-ri	igr+N+Masc+Pl+Obl
ig-ri	igr+N+Masc+Pl+Obl+1csPoss
ig-ri	igr+N+Masc+Sg+Construct+1csPoss
ig-ri	igr+N+Masc+Sg+Gen
ig-ri-a-ni-ma	UNKNOWN
ig-ri-ú?-ni-ma	UNKNOWN
ig-ri-šu	iGr+N+Masc+Dual+Obl+3msPoss
ig-ri-šu	iGr+N+Masc+Pl+Construct+3msPoss
ig-ri-šu	iGr+N+Masc+Pl+Obl+3msPoss
ig-ri-šu	iGr+N+Masc+Sg+Gen+3msPoss
ig-ri-šu	igr+N+Masc+Dual+Obl+3msPoss
ig-ri-šu	igr+N+Masc+Pl+Construct+3msPoss
ig-ri-šu	igr+N+Masc+Pl+Obl+3msPoss
ig-ri-šu	igr+N+Masc+Sg+Gen+3msPoss
ig-ri-šu-(Ras.)	UNKNOWN
ig-ri-šu-/nu	UNKNOWN
ig-ri-šu-nu	iGr+N+Masc+Dual+Obl+3mpPoss
ig-ri-šu-nu	iGr+N+Masc+Pl+Construct+3mpPoss
ig-ri-šu-nu	iGr+N+Masc+Pl+Obl+3mpPoss
ig-ri-šu-nu	iGr+N+Masc+Sg+Gen+3mpPoss
ig-ri-šu-nu	igr+N+Masc+Dual+Obl+3mpPoss
ig-ri-šu-nu	igr+N+Masc+Pl+Construct+3mpPoss
ig-ri-šu-nu	igr+N+Masc+Pl+Obl+3mpPoss
ig-ri-šu-nu	igr+N+Masc+Sg+Gen+3mpPoss
ig-ru	garāˀum+GStem+Pret+3MP
ig-ru	garāˀum+NStem+Pret+3MP
ig-ru	iGr+N+Masc+Pl+Nom
ig-ru	iGr+N+Masc+Sg+Nom
ig-ru	igr+N+Masc+Pl+Nom
ig-ru	igr+N+Masc+Sg+Nom
ig-ru	igrū+N+Masc+Pl+Nom
ig-ru	igrū+N+Masc+Sg+Construct
ig-ru	igrū+N+Masc+Sg+Nom
ig?-mu-ra	UNKNOWN
ig?-ri?	UNKNOWN
ih!-da-ma	UNKNOWN
ih!-ri-mu	UNKNOWN
ih-bu-lá-ku-ni	UNKNOWN
ih-bu-ul	UNKNOWN
ih-da	UNKNOWN
ih-da!-ma	UNKNOWN
ih-da-ma	UNKNOWN
ih-du	UNKNOWN
ih-dí	UNKNOWN
ih-li-iq	UNKNOWN
ih-li-qú	UNKNOWN
ih-li-qú-ni	UNKNOWN
ih-lu-lu	UNKNOWN
ih-lu-pu	UNKNOWN
ih-ri-im	UNKNOWN_NOUN_ADJ
ih-ri-im-ma	UNKNOWN
ih-ri-mu	UNKNOWN
ih-ri-mu-nim-ma	UNKNOWN
ih-ta-*lá-kum	UNKNOWN_NOUN_ADJ
ih-ta-al-qí	UNKNOWN
ih?-da	UNKNOWN
ik-bu-sú-ma	UNKNOWN
ik-lu-ú	kalāˀum+GStem+Pret+3MP
ik-lu-ú	kalāˀum+NStem+Pret+3MP
ik-lu-ú-*šu-ma	UNKNOWN
ik-lu-ú-kà-ni	UNKNOWN
ik-lu-ú-ni	UNKNOWN
ik-lá	kalāˀum+GStem+Pret+3FP
ik-lá	kalāˀum+NStem+Pret+3FP
ik-lá-a-ma	kalāˀum+GStem+Pret+3FP+MA
ik-lá-a-ma	kalāˀum+NStem+Pret+3FP+MA
ik-nu-ku	UNKNOWN
ik-nu-ku-ma	UNKNOWN
ik-nu-ku-ni-ni	UNKNOWN
ik-nu-ku-nim-ma	UNKNOWN
ik-nu-uk	UNKNOWN
ik-nu-uk-ma	UNKNOWN
ik-nu-uk-šu-ma	UNKNOWN
ik-ri-ba-am	ikrib+N+Masc+Sg+Acc
ik-ri-be	ikrib+N+Masc+Pl+Construct
ik-ri-be	ikrib+N+Masc+Pl+Construct+1csPoss
ik-ri-be	ikrib+N+Masc+Pl+Obl
ik-ri-be	ikrib+N+Masc+Pl+Obl+1csPoss
ik-ri-be	ikrib+N+Masc+Sg+Construct+1csPoss
ik-ri-be	ikrib+N+Masc+Sg+Gen
ik-ri-be-a	ikrib+N+Masc+Pl+Construct+1csPoss
ik-ri-be-a	ikrib+N+Masc+Pl+Obl+1csPoss
ik-ri-be-a	ikrib+N+Masc+Sg+Construct+1csPoss
ik-ri-bi	ikrib+N+Masc+Pl+Construct
ik-ri-bi	ikrib+N+Masc+Pl+Construct+1csPoss
ik-ri-bi	ikrib+N+Masc+Pl+Obl
ik-ri-bi	ikrib+N+Masc+Pl+Obl+1csPoss
ik-ri-bi	ikrib+N+Masc+Sg+Construct+1csPoss
ik-ri-bi	ikrib+N+Masc+Sg+Gen
ik-ri-bi-a	ikrib+N+Masc+Pl+Construct+1csPoss
ik-ri-bi-a	ikrib+N+Masc+Pl+Obl+1csPoss
ik-ri-bi-a	ikrib+N+Masc+Sg+Construct+1csPoss
ik-ri-bi-kà	ikrib+N+Masc+Dual+Obl+2msPoss
ik-ri-bi-kà	ikrib+N+Masc+Pl+Construct+2msPoss
ik-ri-bi-kà	ikrib+N+Masc+Pl+Obl+2msPoss
ik-ri-bi-kà	ikrib+N+Masc+Sg+Gen+2msPoss
ik-ri-bi-šu	ikrib+N+Masc+Dual+Obl+3msPoss
ik-ri-bi-šu	ikrib+N+Masc+Pl+Construct+3msPoss
ik-ri-bi-šu	ikrib+N+Masc+Pl+Obl+3msPoss
ik-ri-bi-šu	ikrib+N+Masc+Sg+Gen+3msPoss
ik-ri-bi4	ikrib+N+Masc+Pl+Construct
ik-ri-bi4	ikrib+N+Masc+Pl+Construct+1csPoss
ik-ri-bi4	ikrib+N+Masc+Pl+Obl
ik-ri-bi4	ikrib+N+Masc+Pl+Obl+1csPoss
ik-ri-bi4	ikrib+N+Masc+Sg+Construct+1csPoss
ik-ri-bi4	ikrib+N+Masc+Sg+Gen
ik-ri-bi4-/kà	UNKNOWN
ik-ri-bi4-a	ikrib+N+Masc+Pl+Construct+1csPoss
ik-ri-bi4-a	ikrib+N+Masc+Pl+Obl+1csPoss
ik-ri-bi4-a	ikrib+N+Masc+Sg+Construct+1csPoss
ik-ri-bi4-kà	ikrib+N+Masc+Dual+Obl+2msPoss
ik-ri-bi4-kà	ikrib+N+Masc+Pl+Construct+2msPoss
ik-ri-bi4-kà	ikrib+N+Masc+Pl+Obl+2msPoss
ik-ri-bi4-kà	ikrib+N+Masc+Sg+Gen+2msPoss
ik-ri-bi4-šu!	UNKNOWN
ik-ri-bu	ikrib+N+Masc+Pl+Nom
ik-ri-bu	ikrib+N+Masc+Sg+Nom
ik-ri-bu	karābum+NStem+Pret+3MP
ik-ri-bu-um	ikrib+N+Masc+Sg+Nom
ik-ta-an-ku	kanākum+GStem+Perf+3MP
ik-ta-la	kalāˀum+GStem+Perf+3FP
ik-ta-lá	kalāˀum+GStem+Perf+3FP
ik-ta-lá-*ni	UNKNOWN
ik-ta-lá-ší-na	UNKNOWN
ik-ta-ma	katāmum+GStem+Perf+3FP
ik-ta-ma	katāmum+GStem+Pret+3CS+MA
ik-ta-ma	katāmum+GStem+Pret+3FP
ik-ta-ma	katāˀum+GStem+Pret+3FP+MA
ik-ta-ma	katāˀum+NStem+Pret+3FP+MA
ik-ta-na-ta	UNKNOWN
ik-ta-na-tù-ú	UNKNOWN
ik-ta-áš-da-ni	UNKNOWN
ik-ta-áš-da-šu	UNKNOWN
ik-ta-áš-dam	UNKNOWN_NOUN_ADJ
ik-tù-ú-ma	katāˀum+GStem+Pret+3MP+MA
ik-tù-ú-ma	katāˀum+NStem+Pret+3MP+MA
ik-šu-da-a-ni	UNKNOWN
ik-šu-da-kà	UNKNOWN
ik-šu-da-kà-ma	UNKNOWN
ik-šu-da-ma	UNKNOWN
ik-šu-da-ni	UNKNOWN
ik-šu-dam	UNKNOWN_NOUN_ADJ
ik-šu-du	UNKNOWN
ik-šu-du-kà	UNKNOWN
ik-šu-du-ni-kà-ma	UNKNOWN
ik-šu-du-ni-ma	UNKNOWN
ik-šu-du-šu-ma	UNKNOWN
ik-šu-dí-ma	UNKNOWN
ik-šu-dí-ni	UNKNOWN
ik-šu-sú	UNKNOWN
ik-šu-ud	UNKNOWN
ik-šu-ud-kà	UNKNOWN
ik-šu-ud-ma	UNKNOWN
ik-šu-ud-ni-a-tí	UNKNOWN
ik?-lu?-kà?-ni?	UNKNOWN
il-qé-ma	UNKNOWN
il-qé-ú-ni	UNKNOWN
il-ta-na-qé	UNKNOWN
il-té-qé	UNKNOWN
il5!-té-mì-in	UNKNOWN
il5!-té-qé	UNKNOWN
il5-e-ú-ni	UNKNOWN
il5-e-ú-ni-a-tí-ma	UNKNOWN
il5-ki	il+N+Masc+Sg+Construct+2fsPoss
il5-ki	ill+N+Masc+Sg+Construct+2fsPoss
il5-ki	īl+N+Masc+Sg+Construct+2fsPoss
il5-kà	il+N+Masc+Sg+Construct+2msPoss
il5-kà	ill+N+Masc+Sg+Construct+2msPoss
il5-kà	īl+N+Masc+Sg+Construct+2msPoss
il5-mu-du	UNKNOWN
il5-mì-in	lamānum+GStem+Pret+3CS
il5-mì-in	lamānum+NStem+Pret+3CS
il5-pu-*ut	UNKNOWN
il5-pu-sú	UNKNOWN
il5-pu-tám	UNKNOWN
il5-pu-tù	UNKNOWN
il5-pu-ut	UNKNOWN
il5-qe-ú	laqāˀum+GStem+Pret+3MP
il5-qe-ú	laqāˀum+NStem+Pret+3MP
il5-qé	UNKNOWN
il5-qé-a-ku-ni	UNKNOWN
il5-qé-a-kum	UNKNOWN_NOUN_ADJ
il5-qé-a-ni-ma	UNKNOWN
il5-qé-e	UNKNOWN
il5-qé-e-ma!	UNKNOWN
il5-qé-ma	UNKNOWN
il5-qé-mì-in4	UNKNOWN
il5-qé-u	UNKNOWN
il5-qé-ú	UNKNOWN
il5-qé-ú!	UNKNOWN
il5-qé-ú-ma	UNKNOWN
il5-qé-ú-ni	UNKNOWN
il5-qé-ú-šu	UNKNOWN
il5-qé-ú-šu-nu-ni	UNKNOWN
il5-qé-šu-nu	UNKNOWN
il5-qí	laqāˀum+GStem+Pret+3CS
il5-qí	laqāˀum+NStem+Pret+3CS
il5-ta-aq-sú-ni-kum	UNKNOWN_NOUN_ADJ
il5-ta-bu-šu-ni-šu-nu	UNKNOWN
il5-ta-na-qé-ú	UNKNOWN
il5-ta-na-qé-ú!-ma	UNKNOWN
il5-ta-pu-tù	UNKNOWN
il5-ta-pá-sú-nu-ma	UNKNOWN
il5-ta-qé-ú	UNKNOWN
il5-ta-qé-ú-šu	UNKNOWN
il5-té-mì-in	UNKNOWN
il5-té-qé	UNKNOWN
il5-té-qé-e-ma	UNKNOWN
il5-té-qé-šu	UNKNOWN
il5-we-da-ku-ma	UNKNOWN
il5?-ta-qé-ú	UNKNOWN
im-*ṭí	UNKNOWN
im-d	imd+N+Masc+Sg+Construct
im-du-ud	UNKNOWN
im-gu5-ru-ni	UNKNOWN
im-gu5-ur-ma	UNKNOWN
im-gur16!-ma	UNKNOWN
im-hu!-ru-ma	UNKNOWN
im-hu-ra-ma	UNKNOWN
im-hu-ra-ni-am	UNKNOWN_NOUN_ADJ
im-hu-ri-ni-ma	UNKNOWN
im-hu-ru-ma	UNKNOWN
im-hu-ru-ni-ma	UNKNOWN
im-hu-ru-ú	UNKNOWN
im-hu-ru-šu	UNKNOWN
im-hu-ur-ma	UNKNOWN
im-hu-ṣú-kà-ma	UNKNOWN
im-i-da-ku-ma	UNKNOWN
im-li-ku-*ma	UNKNOWN
im-lu-šu-ma	UNKNOWN
im-ma	UNKNOWN
im-qú-ta-ma	UNKNOWN
im-qú-tám-ma	UNKNOWN
im-qú-tù	UNKNOWN
im-qú-ut	UNKNOWN
im-ra-aṣ	marāṣum+GStem+Pret+3CS
im-ru-ṣú	UNKNOWN
im-ta-ag-ra-ni	UNKNOWN
im-ta-ag-ru	magārum+GStem+Perf+3MP
im-ta-ah-ṣa-ni	UNKNOWN
im-ta-aq!-tù-nim-ma	UNKNOWN
im-ta-aq-ta-ma	maqātum+GStem+Perf+3FP+MA
im-ta-aq-tám	UNKNOWN
im-ta-ar-ṣú	marāṣum+GStem+Perf+3MP
im-ta-ha-ar	UNKNOWN
im-ta-ha-ar-ma	UNKNOWN
im-ta-ha-aṣ	UNKNOWN
im-ta-ra-aṣ	marāṣum+GStem+Perf+3CS
im-tar-ṣa-ku-nu-tí	UNKNOWN
im-tí	UNKNOWN
im-tí-du	UNKNOWN
im-tí-du-ma	UNKNOWN
im-tí-du-ni-ni	UNKNOWN
im-tí-id	UNKNOWN
im-tù-a	UNKNOWN
im-tù-qú-ut	UNKNOWN
im-tù-tù	UNKNOWN
im-tù-ú-nim	UNKNOWN_NOUN_ADJ
im-ṭi	UNKNOWN
im-ṭim	UNKNOWN_NOUN_ADJ
im-šu-hi-ni	UNKNOWN
im-ṭì	maṭāˀum+GStem+Pret+3CS
im-ṭì	maṭāˀum+NStem+Pret+3CS
im-ṭí	maṭāˀum+GStem+Pret+3CS
im-ṭí	maṭāˀum+NStem+Pret+3CS
im-ṭí-a	maṭāˀum+GStem+Pret+3FP
im-ṭí-a	maṭāˀum+NStem+Pret+3FP
im-ṣí-ma	maṣāˀum+GStem+Pret+3CS+MA
im-ṭí-ma	maṭāˀum+GStem+Pret+3CS+MA
im-ṣí-ma	maṣāˀum+NStem+Pret+3CS+MA
im-ṭí-ma	maṭāˀum+NStem+Pret+3CS+MA
im-ṭí-ú	maṭāˀum+GStem+Pret+3MP
im-ṭí-ú	maṭāˀum+NStem+Pret+3MP
im-ší-ú-ni	UNKNOWN
ip!-té-ú-ma!	UNKNOWN
ip-nu-a-ma	UNKNOWN
ip-qí-*id	UNKNOWN
ip-qí-da-ku-ni	UNKNOWN
ip-qí-da-ni	UNKNOWN
ip-qí-dam	UNKNOWN_NOUN_ADJ
ip-qí-du	paqādum+GStem+Pret+3MP
ip-qí-du	paqādum+NStem+Pret+3MP
ip-qí-du-ni-ku-ni	UNKNOWN
ip-qí-du-ni-šu-ma	UNKNOWN
ip-qí-du-nim	UNKNOWN_NOUN_ADJ
ip-qí-du-nu-{(sic!)}	UNKNOWN
ip-qí-du-ú-ni	UNKNOWN
ip-qí-id-/ma	UNKNOWN
ip-qí-id-ma	paqādum+GStem+Pret+3CS+MA
ip-qí-id-ma	paqādum+NStem+Pret+3CS+MA
ip-qí-id-ni!-a-ti-ma	UNKNOWN
ip-qí-id-ni-a-tí	UNKNOWN
ip-qí-sú-nu-tí	UNKNOWN
ip-ra-am	ipr+N+Masc+Sg+Acc
ip-ri-id-ma	parādum+GStem+Pret+3CS+MA
ip-ri-id-ma	parādum+NStem+Pret+3CS+MA
ip-ri-šu-nu	ipr+N+Masc+Dual+Obl+3mpPoss
ip-ri-šu-nu	ipr+N+Masc+Pl+Construct+3mpPoss
ip-ri-šu-nu	ipr+N+Masc+Pl+Obl+3mpPoss
ip-ri-šu-nu	ipr+N+Masc+Sg+Gen+3mpPoss
ip-ta-té-ú	UNKNOWN
ip-te9	patāˀum+GStem+Pret+3CS
ip-te9	patāˀum+NStem+Pret+3CS
ip-té-a-ma	UNKNOWN
ip-té-e	UNKNOWN
ip-té-té-ma	UNKNOWN
ip-té-ú	UNKNOWN
ip-té-ú-ma	UNKNOWN
ip-té-ú-ni	UNKNOWN
ip-té-ú-ni-ma	UNKNOWN
ip-té-ú-šu-nu	UNKNOWN
ip-tí-ri-id	UNKNOWN
ip-tù-a-kà	UNKNOWN
ip-x	UNKNOWN
ip-šu-ur?-ma	UNKNOWN
ip-ṭur4	UNKNOWN
ip-ṭur4-ma	UNKNOWN
ip-ṭí-ri	UNKNOWN
ip-ṭù-ru-ma	UNKNOWN
ip-ṭù-ur-ma	UNKNOWN
iq-bi	qabāˀum+GStem+Pret+3CS
iq-bi	qabāˀum+NStem+Pret+3CS
iq-bi-a-am	UNKNOWN_NOUN_ADJ
iq-bi-am	UNKNOWN_NOUN_ADJ
iq-bi-ú-ni	UNKNOWN
iq-bi-ú-nim	UNKNOWN_NOUN_ADJ
iq-bi-ú-šu-um	UNKNOWN_NOUN_ADJ
iq-bi4	qabāˀum+GStem+Pret+3CS
iq-bi4	qabāˀum+NStem+Pret+3CS
iq-bi4-a-am	UNKNOWN_NOUN_ADJ
iq-bi4-a-ki-im-ma	UNKNOWN
iq-bi4-a-ku-nu-tí	UNKNOWN
iq-bi4-a-nim	UNKNOWN_NOUN_ADJ
iq-bi4-ú-nim	UNKNOWN_NOUN_ADJ
iq-ra	qarāˀum+GStem+Pret+3FP
iq-ra	qarāˀum+NStem+Pret+3FP
iq-ri-bi4	UNKNOWN
iq-ri-bi4-a	UNKNOWN
ir-ba-ma	irb+N+Masc+Dual+Nom+MA
ir-ba-ma	irb+N+Masc+Pl+Construct+1csPoss+MA
ir-ba-ma	irb+N+Masc+Pl+Nom+1csPoss+MA
ir-ba-ma	irb+N+Masc+Pl+Obl+1csPoss+MA
ir-ba-ma	irb+N+Masc+Sg+Acc+1csPoss
ir-ba-ma	irb+N+Masc+Sg+Acc+MA
ir-ba-ma	irb+N+Masc+Sg+Construct+1csPoss+MA
ir-ba-ma	rabāˀum+GStem+Pret+3FP+MA
ir-ba-ma	rabāˀum+NStem+Pret+3FP+MA
ir-be	irb+N+Masc+Pl+Construct
ir-be	irb+N+Masc+Pl+Construct+1csPoss
ir-be	irb+N+Masc+Pl+Obl
ir-be	irb+N+Masc+Pl+Obl+1csPoss
ir-be	irb+N+Masc+Sg+Construct+1csPoss
ir-be	irb+N+Masc+Sg+Gen
ir-be	rabāˀum+GStem+Pret+3CS
ir-be	rabāˀum+NStem+Pret+3CS
ir-de8-a-am	UNKNOWN_NOUN_ADJ
ir-de8-a-ku-ni	UNKNOWN
ir-de8-a-ku-nu-tí	UNKNOWN
ir-de8-a-ma	radāˀum+GStem+Pret+3FP+MA
ir-de8-a-ma	radāˀum+NStem+Pret+3FP+MA
ir-de8-a-ni	UNKNOWN
ir-de8-am	UNKNOWN_NOUN_ADJ
ir-de8-e-ma	radāˀum+GStem+Pret+3CS+MA
ir-de8-e-ma	radāˀum+NStem+Pret+3CS+MA
ir-de8-ku-ni	UNKNOWN
ir-de8-ma	radāˀum+GStem+Pret+3CS+MA
ir-de8-ma	radāˀum+NStem+Pret+3CS+MA
ir-de8-ú-ni-ma	UNKNOWN
ir-de8-ú-ni-ni	UNKNOWN
ir-ku-sú-ma	UNKNOWN
ir-ku-ṣú	UNKNOWN
ir-kà-áb	rakābum+GStem+Pret+3CS
ir-ta-na-bi4-iṣ	UNKNOWN
ir-tám	ir+N+Fem+Sg+Acc
ir-tí-bi	UNKNOWN
ir-tí-bi-ma	UNKNOWN
ir-tí-bi4	UNKNOWN
ir-tí-kà	ir+N+Fem+Sg+Construct+2msPoss
ir-tí-ší	UNKNOWN
ir-tù-*qá-ni-ni	UNKNOWN
ir-tù-qá-ni	UNKNOWN
ir-šu?-ú?	UNKNOWN
ir-ší	irš+N+Masc+Pl+Construct
ir-ší	irš+N+Masc+Pl+Construct+1csPoss
ir-ší	irš+N+Masc+Pl+Obl
ir-ší	irš+N+Masc+Pl+Obl+1csPoss
ir-ší	irš+N+Masc+Sg+Construct+1csPoss
ir-ší	irš+N+Masc+Sg+Gen
ir-ší	rašāˀum+GStem+Pret+3CS
ir-ší	rašāˀum+NStem+Pret+3CS
ir-ší-ma	irš+N+Masc+Dual+Obl+MA
ir-ší-ma	irš+N+Masc+Pl+Construct+1csPoss+MA
ir-ší-ma	irš+N+Masc+Pl+Construct+MA
ir-ší-ma	irš+N+Masc+Pl+Obl+1csPoss+MA
ir-ší-ma	irš+N+Masc+Pl+Obl+MA
ir-ší-ma	irš+N+Masc+Sg+Construct+1csPoss+MA
ir-ší-ma	irš+N+Masc+Sg+Gen+1csPoss
ir-ší-ma	irš+N+Masc+Sg+Gen+MA
ir-ší-ma	rašāˀum+GStem+Pret+3CS+MA
ir-ší-ma	rašāˀum+NStem+Pret+3CS+MA
ir-ší-ú	rašāˀum+GStem+Pret+3MP
ir-ší-ú	rašāˀum+NStem+Pret+3MP
ir-ší-ú-ni	UNKNOWN
is-hu-ur	UNKNOWN
is-kam	UNKNOWN_NOUN_ADJ
is-li-a-ni-ma	UNKNOWN
is-li-a-šu-ma	UNKNOWN
is-li-i-ma	salāˀum+GStem+Pret+3CS+MA
is-li-i-ma	salāˀum+NStem+Pret+3CS+MA
is-li-ú-kà-ma	UNKNOWN
is-li-ú-ma	salāˀum+GStem+Pret+3MP+MA
is-li-ú-ma	salāˀum+NStem+Pret+3MP+MA
is-ni-iq-ni-a-tí-ma	UNKNOWN
is-ni-qí-ma	UNKNOWN
is-ni-qú	sanāqum+GStem+Pret+3MP
is-ni-qú	sanāqum+NStem+Pret+3MP
is-ni-qú-ma	sanāqum+GStem+Pret+3MP+MA
